ID,StationName,Y,X,State,City,Elevation
00008098,MAIJOMA,2272704.0035776305,1873918.395084531,CHIHUAHUA,OJINAGA,1450.0
00008099,MAJALCA,2062789.3966710286,1866297.162012185,CHIHUAHUA,CHIHUAHUA,2119.0
00008100,MANUEL BENAVIDES,2314571.521010882,1894403.9174742606,CHIHUAHUA,MANUEL BENAVIDES,1060.0
00008101,MATACHI (CFE),1944136.9153729086,1864666.1448519668,CHIHUAHUA,MATACHI,1900.0
00008102,MEOQUI (DGE),2158951.1527599366,1804283.644999079,CHIHUAHUA,MEOQUI,1155.0
00008103,MESA DEL HURACAN,1896409.3158180034,1964591.7786696176,CHIHUAHUA,MADERA,2165.0
00008104,NAMIQUIPA,1974574.0640951712,1918928.0014444944,CHIHUAHUA,NAMIQUIPA,1888.0
00008105,NONOAVA (SMN),2033591.7685583746,1719876.8880315914,CHIHUAHUA,NONOAVA,1640.0
00008106,NOROGACHI (CFE),1994354.1465755203,1700964.368533487,CHIHUAHUA,GUACHOCHI,2088.0
00008107,NUEVO CASAS GRANDES (OBS),1931462.054899357,2048009.3445346048,CHIHUAHUA,NUEVO CASAS GRANDES,1467.5
00008108,OJO CALIENTE,2183650.6933159027,1741045.0418890521,CHIHUAHUA,CAMARGO,1222.0
00008109,CHIHUAHUA PALACIO DE GOBIERNO,2100839.3046723455,1846612.0698418203,CHIHUAHUA,CHIHUAHUA,1435.0
00008110,PALOMAS,1963596.3977083953,2199616.0145223765,CHIHUAHUA,ASCENSION,1220.0
00008111,PARRITA,2071344.9243880655,1928515.401424178,CHIHUAHUA,CHIHUAHUA,1612.0
00008112,POSTA ZOOTECNICA,2086031.4474577156,1852332.0786165032,CHIHUAHUA,CHIHUAHUA,1587.0
00008113,PRESA CHIHUAHUA (SMN),2093064.1955243964,1839547.815834776,CHIHUAHUA,CHIHUAHUA,1532.0
00008114,PRESA EL REJON (DGE),2085109.6476801538,1846854.2119010144,CHIHUAHUA,CHIHUAHUA,1560.0
00008115,PRESA LAS LAJAS (DGE),2014674.4331024052,1987479.9570487693,CHIHUAHUA,BUENAVENTURA,1500.0
00008117,MADERA CAMPO CINCO,1888335.5373068117,1927963.874837701,CHIHUAHUA,MADERA,1900.0
00008118,RANCHO EL CUARENTA,2089394.8558814353,2006802.6638856882,CHIHUAHUA,AHUMADA,1390.0
00008119,EJIDO FLORES MAGON II,2020224.841005549,1994902.9122337545,CHIHUAHUA,BUENAVENTURA,1472.0
00008120,PLANTA ROSETILLA (CFE),2173506.255059836,1798406.4635494293,CHIHUAHUA,SAUCILLO,1160.0
00008121,SAMALAYUCA,2072397.9982162714,2148011.103507675,CHIHUAHUA,JUAREZ,1246.0
00008122,SAN ANTONIO,2086585.7400682736,1896651.5115474588,CHIHUAHUA,CHIHUAHUA,1530.0
00008123,SAN FRANCISCO DE BORJA (SMN),2038477.263682553,1765321.7375128604,CHIHUAHUA,SAN FRANCISCO DE BORJA,1664.0
00008124,SAN IGNACIO,1921612.0080183744,1655376.9882996764,CHIHUAHUA,BATOPILAS,340.0
00008125,SAN JUAN DE ARRIBA,1890368.2148256577,1983386.6890027313,CHIHUAHUA,MADERA,2280.0
00008126,SAN JUANITO,1950488.6022135208,1778068.9323723803,CHIHUAHUA,BOCOYNA,2400.0
00008127,SAN LORENZO,2061310.5943956259,1794640.390165413,CHIHUAHUA,DOCTOR BELISARIO DOMINGUEZ,1600.0
00008128,SAN PEDRO,2042274.402483532,1577403.5637733866,CHIHUAHUA,GUADALUPE Y CALVO,2564.0
00008129,SANTA ANITA,1853122.3379660575,2102476.946895591,CHIHUAHUA,JANOS,1440.0
00008130,SANTA BARBARA,2122010.649090338,1643134.300834312,CHIHUAHUA,SANTA BARBARA,1969.0
00008131,SANTA CLARA,1964277.859829252,1922985.3680162786,CHIHUAHUA,NAMIQUIPA,2000.0
00008133,SANTA RITA,2214379.85555034,1720128.8742404226,CHIHUAHUA,CAMARGO,1312.0
00008134,SANTA ROSA,1911634.64934792,1608447.3031189747,CHIHUAHUA,MORELOS,1080.0
00008135,SAUCILLO,2176799.512083436,1778268.2866874242,CHIHUAHUA,SAUCILLO,1187.0
00008136,SATEVO,2096974.763209517,1771358.6554727966,CHIHUAHUA,SATEVO,1380.0
00008137,SIERRA ROMURACHIC,1972903.8684377486,1763937.421582632,CHIHUAHUA,BOCOYNA,2457.0
00008138,SIQUIRICHI (SMN),1985286.1219523344,1698989.1549240774,CHIHUAHUA,GUACHOCHI,2050.0
00008139,SUECO,2076442.5557362095,1989369.6692012048,CHIHUAHUA,AHUMADA,1550.0
00008140,TACUBAYA,2249671.568297409,1808641.5401531807,CHIHUAHUA,CAMARGO,1570.0
00008141,TEJOLOCACHI (SMN),1944577.8162012172,1860063.9347236494,CHIHUAHUA,MATACHI,1948.0
00008142,TEMOSACHI (OBS),1933663.5193243162,1887246.2114404202,CHIHUAHUA,TEMOSACHIC,1932.0
00008144,TESEACHI,1967040.163258994,1872236.223321597,CHIHUAHUA,NAMIQUIPA,2083.0
00008145,TOHAYANA (CFE),1934454.9295843388,1579431.051270614,CHIHUAHUA,GUADALUPE Y CALVO,360.0
00008146,TRES OJITOS,1897825.6237208904,1885052.3475264828,CHIHUAHUA,MADERA,1633.0
00008147,CHIHUAHUA UNIVERSIDAD,2110327.4217910995,1854125.5224831821,CHIHUAHUA,CHIHUAHUA,1350.0
00008148,URIQUE (SMN),1916283.266063551,1695681.779854936,CHIHUAHUA,URIQUE,560.0
00008149,URUACHI,1889787.7218242912,1774670.485426962,CHIHUAHUA,URUACHI,1360.0
00008151,VALLE DE ALLENDE (SMN),2164100.3428903143,1657503.7761900171,CHIHUAHUA,ALLENDE,1600.0
00008152,VALLE DE ZARAGOZA (SMN),2124516.273999495,1715663.107410567,CHIHUAHUA,VALLE DE ZARAGOZA,1340.0
00008153,VALLE DE ZARAGOZA (DGE),2124891.215591896,1715346.1913365652,CHIHUAHUA,VALLE DE ZARAGOZA,1350.0
00008154,VICTORIA,2249731.510295721,1769195.3072464683,CHIHUAHUA,CAMARGO,1396.0
00008155,VILLA AHUMADA,2066443.728886988,2067651.53523844,CHIHUAHUA,AHUMADA,1200.0
00008156,VILLA CORONADO,2186883.7337112296,1634778.5555776267,CHIHUAHUA,CORONADO,1516.0
00008157,VILLA DE ALDAMA,2118803.3909239834,1868625.6491809958,CHIHUAHUA,ALDAMA,1270.0
00008158,VILLALBA,2125488.6354097095,1773796.338473761,CHIHUAHUA,ROSALES,1280.0
00008160,VIVERO MADERA,1903875.630557511,1912504.4823245918,CHIHUAHUA,MADERA,2095.0
00008161,BATOPILAS I (DGE),1931510.3086936434,1671579.5900485248,CHIHUAHUA,BATOPILAS,570.0
00008162,CAMARGO (DGE),2186928.3898061947,1740971.8972569255,CHIHUAHUA,CAMARGO,1250.0
00008164,CRUCES,1976697.011702629,1939454.754126537,CHIHUAHUA,NAMIQUIPA,1740.0
00008165,CHIHUAHUA,2101375.374554993,1846381.522231003,CHIHUAHUA,CHIHUAHUA,1428.0
00008166,CHINIPAS (CFE),1857767.1391674313,1718946.7823828286,CHIHUAHUA,CHINIPAS,420.0
00008167,CHINIPAS (DGE),1855817.2272961144,1718267.7228869493,CHIHUAHUA,CHINIPAS,440.0
00008169,EL TULE I (DGE),2078423.9344977578,1672278.2437936957,CHIHUAHUA,EL TULE,1580.0
00008171,ESCALON (SMN),2267156.7227608585,1634493.5688780667,CHIHUAHUA,JIMENEZ,1263.0
00008172,GUADALUPE Y CALVO (DGE),2004687.3162310245,1570381.6106135007,CHIHUAHUA,GUADALUPE Y CALVO,2279.0
00008173,IGNACIO ZARAGOZA,1931312.4221236794,1958093.7162059331,CHIHUAHUA,IGNACIO ZARAGOZA,2238.0
00008174,INDUSTRIAS UNIDAS,2160270.813554105,1791346.026985462,CHIHUAHUA,DELICIAS,1200.0
00008175,LAGO DE JACALES,2078596.1734199796,1811568.0609397762,CHIHUAHUA,SANTA ISABEL,1630.0
00008176,JANOS (DGE),1907149.6042728731,2101183.729480343,CHIHUAHUA,JANOS,1357.0
00008178,LA PRIETA,2138887.617209743,1657417.6716118013,CHIHUAHUA,HIDALGO DEL PARRAL,1625.0
00008179,LOS POZOS,2114087.938255989,1895955.7609529463,CHIHUAHUA,ALDAMA,1200.0
00008180,MACLOVIO HERRERA,2194114.0577360336,1891724.903361305,CHIHUAHUA,ALDAMA,980.0
00008182,MORIS,1861191.7094213131,1801455.727989084,CHIHUAHUA,MORIS,754.0
00008183,NONOAVA (DGE),2033685.9995109674,1719413.2469541903,CHIHUAHUA,NONOAVA,1640.0
00008184,NUEVO CASAS GRANDES (SMN),1931025.583723072,2049756.4118126915,CHIHUAHUA,NUEVO CASAS GRANDES,1460.0
00008185,PRESA CHIHUAHUA (DGE),2093081.713314881,1841084.8211036362,CHIHUAHUA,CHIHUAHUA,1548.0
00008186,PRESA TORREONCILLOS,2146932.234785183,1629305.9479619965,CHIHUAHUA,MATAMOROS,1720.0
00008187,ROSETILLA,2176813.752778397,1802570.4529190755,CHIHUAHUA,SAUCILLO,1160.0
00008188,SAN FRANCISCO DE BORJA (DGE),2040071.4021789576,1767327.8180313434,CHIHUAHUA,SAN FRANCISCO DE BORJA,1640.0
00008189,SAN PEDRO,2208736.01574103,1921267.2555406885,CHIHUAHUA,COYAME DEL SOTOL,924.0
00008190,TOHAYANA,1933447.3212326213,1579839.0011825452,CHIHUAHUA,GUADALUPE Y CALVO,360.0
00008191,URIQUE I (DGE),1921035.6971926063,1697789.0825543932,CHIHUAHUA,URIQUE,611.0
00008192,URIQUE II (SMN),1915800.5073502758,1690636.1682085702,CHIHUAHUA,URIQUE,763.0
00008194,VILLA LOPEZ,2199775.594550268,1663697.3189078353,CHIHUAHUA,LOPEZ,1424.0
00008196,HACIENDA TRES HERMANOS,2092042.82234436,1748925.373410653,CHIHUAHUA,SATEVO,1502.0
00008199,KILOMETRO 099 CANAL PRINCIPAL,2155326.6641732072,1789622.946448148,CHIHUAHUA,DELICIAS,1205.0
00008202,PRESA FRANCISCO I. MADERO,2144560.792272492,1793639.6405540663,CHIHUAHUA,ROSALES,1242.0
00008203,LOS OJOS,2076760.403325445,1905195.661055085,CHIHUAHUA,CHIHUAHUA,1560.0
00008204,LOS LAMENTOS,2126698.2173152776,2060113.4901302268,CHIHUAHUA,AHUMADA,1426.0
00008207,SOTO MAYNES,1962161.6370042865,1910132.4951389544,CHIHUAHUA,NAMIQUIPA,1989.0
00008208,TEMOSACHI,1932041.6788466698,1887312.1189084542,CHIHUAHUA,TEMOSACHIC,1869.0
00008210,NUEVO CASAS GRANDES (DGE),1930968.3686967636,2048369.3329564643,CHIHUAHUA,NUEVO CASAS GRANDES,1460.0
00008211,CASA DE JANOS,1883460.5469761684,2085535.1284822517,CHIHUAHUA,JANOS,1480.0
00008212,CARRETERA CAMPANA,2111761.169023779,1846181.8591186292,CHIHUAHUA,CHIHUAHUA,1410.0
00008213,JUAREZ (DGE),2072815.1398265592,2191888.5389209595,CHIHUAHUA,JUAREZ,1135.0
00008214,GUACHOCHI (SMN),1995156.841246103,1652600.4664866272,CHIHUAHUA,GUACHOCHI,2413.0
00008215,LAS CHEPAS,1988266.0292646342,1859135.3537346758,CHIHUAHUA,BACHINIVA,2076.0
00008216,SAN JOSE,1989918.762997733,1879137.0743923844,CHIHUAHUA,BACHINIVA,2100.0
00008219,PEÑITAS,1908216.2254871312,1921775.1049119467,CHIHUAHUA,MADERA,2135.0
00008220,AGUA SALADA,1881081.214713514,2034832.583192808,CHIHUAHUA,CASAS GRANDES,2180.0
00008221,CAJURICHI (DGE),1898750.2115821247,1792726.6986785827,CHIHUAHUA,OCAMPO,2180.0
00008222,CERROS PRIETOS,2124938.5988545986,1936421.996537607,CHIHUAHUA,ALDAMA,1300.0
00008223,EL BARREAL,2006556.5247251326,2142583.4653270193,CHIHUAHUA,ASCENSION,1200.0
00008224,HUERTA CHACHITA,1970709.4134847578,1835949.108823883,CHIHUAHUA,GUERRERO,2084.0
00008226,LAS CHOYAS,2108850.112960325,1958582.951042723,CHIHUAHUA,CHIHUAHUA,1360.0
00008229,TOSESIHUA,2167569.917365409,1972058.652143103,CHIHUAHUA,COYAME DEL SOTOL,1540.0
00008230,YEPOMERA,1933962.8402009169,1894622.4159616786,CHIHUAHUA,TEMOSACHIC,1900.0
00008238,EL NOPAL,2107020.2916067685,1899384.8242358984,CHIHUAHUA,ALDAMA,1450.0
00008240,NOROGACHI,1993641.8765032333,1699454.9864030094,CHIHUAHUA,GUACHOCHI,2088.0
00008241,PRESA TARAHUMARA,2257660.966693142,1942498.9478820222,CHIHUAHUA,OJINAGA,795.0
00008242,SAN ISIDRO,2022764.204797667,2004683.9984710133,CHIHUAHUA,BUENAVENTURA,1470.0
00008243,TEJOLOCACHI (DGE),1944423.326234459,1865731.747160087,CHIHUAHUA,MATACHI,1920.0
00008244,VIVERO CECHISA ANAHUAC,2036324.022725002,1831409.6938480393,CHIHUAHUA,CUAUHTEMOC,1980.0
00008246,BASUCHIL,1972222.5505985066,1837891.1304404293,CHIHUAHUA,GUERRERO,2020.0
00008247,COYAME (DGE),2184760.968877894,1934721.8271583372,CHIHUAHUA,COYAME DEL SOTOL,1220.0
00008248,CUAUHTEMOC B (FIMSA),2024118.1882496472,1824808.2877055742,CHIHUAHUA,CUAUHTEMOC,2010.0
00008249,COLONIA ALVARO OBREGON,2021518.9293028978,1861649.739216783,CHIHUAHUA,CUAUHTEMOC,2020.0
00008250,ESCUELA SEC. CAMARGO,2188567.234571159,1740935.6108328777,CHIHUAHUA,CAMARGO,1221.0
00008251,ESCUELA SUP. DE ZOOTECNIA,2108361.5730816796,1838127.7000897056,CHIHUAHUA,CHIHUAHUA,1500.0
00008253,MATACHI,1939295.1740867584,1875107.198642225,CHIHUAHUA,MATACHI,1900.0
00008254,OJINAGA (DGE),2267384.5201091818,1944180.6523855154,CHIHUAHUA,OJINAGA,800.0
00008255,PEGUIS,2149668.541779848,1954042.603519343,CHIHUAHUA,COYAME DEL SOTOL,1410.0
00008257,E.T.A. 168 SALAICES,2184127.1426064256,1667994.391059818,CHIHUAHUA,LOPEZ,1558.0
00008258,TOMOCHI,1928081.0761579159,1820740.3259643589,CHIHUAHUA,GUERRERO,1959.0
00008259,TUBARES,1908736.1597851617,1666096.7350755648,CHIHUAHUA,URIQUE,300.0
00008260,VALLE DE ALLENDE (DGE),2165308.572942606,1658610.1364992352,CHIHUAHUA,ALLENDE,1610.0
00008262,E.T.A. 014 COLONIA SOTO MAYNEZ,1967718.626353092,1894986.6678186124,CHIHUAHUA,NAMIQUIPA,1880.0
00008264,AGOSTADERO,2038395.2882386604,1662172.8317754008,CHIHUAHUA,BALLEZA,2300.0
00008265,ATASCADEROS,2019514.4468460863,1530581.0496214572,CHIHUAHUA,GUADALUPE Y CALVO,2280.0
00008266,BATOVIRA,1920450.4605928739,1773527.6734887233,CHIHUAHUA,MAGUARICHI,2160.0
00008267,EL VERGEL (DGE),2064398.6485207214,1608963.8422344704,CHIHUAHUA,BALLEZA,2740.0
00008269,LA LAJITA,1926141.6554227865,1624388.6511552618,CHIHUAHUA,MORELOS,1722.0
00008270,LA MESA,2113488.090182705,1861542.7260098772,CHIHUAHUA,ALDAMA,1250.0
00008271,LAGO DE ARARECO,1949855.5111542242,1748567.2613728973,CHIHUAHUA,BOCOYNA,2321.0
00008273,PARRAL A. EL HORMIGUERO,2142091.9598559886,1653655.6299029193,CHIHUAHUA,HIDALGO DEL PARRAL,1836.0
00008274,SAN MARCOS,2076801.3574068376,1866388.8777530417,CHIHUAHUA,CHIHUAHUA,1660.0
00008277,EL PILAR,1852111.9112679898,1797228.8777606536,CHIHUAHUA,MORIS,1350.0
00008278,RANCHO EL RETIRO,2084259.109660847,1880256.2671065894,CHIHUAHUA,CHIHUAHUA,1600.0
00008279,ESCUELA SEC. LOPEZ MATEOS,1978919.968150265,1833180.9542942264,CHIHUAHUA,GUERRERO,2152.0
00008280,RANCHO LA FINCA,2006809.2793160789,1794819.1364019085,CHIHUAHUA,CUSIHUIRIACHI,1800.0
00008283,JUAREZ (CILA),2081012.8157194732,2191665.451257353,CHIHUAHUA,JUAREZ,1120.0
00008290,SAMALAYUCA D. B. (CILA),2073352.3970843735,2148816.621661667,CHIHUAHUA,JUAREZ,1275.0
00008296,JUAREZ,1914774.8198358864,2038889.1886974731,CHIHUAHUA,CASAS GRANDES,1540.0
00008297,CREEL,1946291.9239207935,1753898.485128532,CHIHUAHUA,BOCOYNA,2340.0
00008298,DUBLAN,1929249.202854802,2056623.2278818197,CHIHUAHUA,CASAS GRANDES,1440.0
00008299,SANTO TOMAS,1960026.2785579572,1854813.188703022,CHIHUAHUA,GUERRERO,2085.0
00008300,EL SOCORRO,2146317.7149218256,1821193.1538454355,CHIHUAHUA,MEOQUI,1180.0
00008301,CIENEGA PRIETA,2035583.2115662873,1575780.4601755484,CHIHUAHUA,GUADALUPE Y CALVO,2060.0
00008302,ASOCIACION DE FRUTICULTORES,1972406.6467468683,1837730.414061494,CHIHUAHUA,GUERRERO,2030.0
00008303,C.E.M. CIUDAD DEPORTIVA,2111339.961504127,1853482.2370092776,CHIHUAHUA,CHIHUAHUA,1350.0
00008304,ESCUELA DE AGRICULTURA,2159951.31574242,1796146.9941758302,CHIHUAHUA,DELICIAS,1170.0
00008305,PARRAL (OBS),2137192.024852083,1655620.4829459328,CHIHUAHUA,HIDALGO DEL PARRAL,1720.0
00008306,PRESA LA BOQUILLA,2164985.1497280616,1723762.0105257882,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,1280.0
00008307,C.R.M. CUAUHTEMOC,2019041.3222374078,1819447.292276911,CHIHUAHUA,CUAUHTEMOC,2090.0
00008309,RANCHO LOS CERRITOS,2015245.2804585062,2185263.815181428,CHIHUAHUA,ASCENSION,1250.0
00008310,SANTA ROSALIA DE CUEVAS,2061047.5939920198,1782725.9516508891,CHIHUAHUA,DOCTOR BELISARIO DOMINGUEZ,1680.0
00008311,COLINA,2168118.1069391365,1727832.1922202033,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,1214.0
00008312,GUACHOCHI (DGE),1999276.1058058576,1649233.1157121921,CHIHUAHUA,GUACHOCHI,2438.0
00008314,EL ORO,2120507.9319054605,1648695.2620464242,CHIHUAHUA,SAN FRANCISCO DEL ORO,2035.0
00008315,SANTA MONICA,1967354.6535850258,1824882.2082626433,CHIHUAHUA,GUERRERO,2100.0
00008316,EL ALAMO,2222440.1366075594,1945590.7061187886,CHIHUAHUA,COYAME DEL SOTOL,940.0
00008317,VILLA MATAMOROS,2145123.9209119505,1638520.2939307177,CHIHUAHUA,MATAMOROS,1740.0
00008318,ESCUELA SEC. JUAREZ,2077510.4903147686,2180254.718237226,CHIHUAHUA,JUAREZ,1171.0
00008319,LA LAGUNA,1954402.2014255386,1762184.2895613455,CHIHUAHUA,BOCOYNA,2321.0
00008320,LOS LLANITOS,2081677.3954252023,1628807.2361149597,CHIHUAHUA,BALLEZA,1740.0
00008321,SAN JUAN DE CHINATU (CFE),2025420.1827317076,1582951.4877845317,CHIHUAHUA,GUADALUPE Y CALVO,2060.0
00008322,EL VERGEL (CFE),2064838.4236875253,1609808.9640342442,CHIHUAHUA,BALLEZA,2740.0
00008323,CARTONERA,2106462.6617929717,1853618.5847784665,CHIHUAHUA,CHIHUAHUA,1410.0
00008324,EL ENCINO,1966321.1597272074,1837007.5313579037,CHIHUAHUA,GUERRERO,2000.0
00008325,SAN RAFAEL,1923880.646255942,1727151.2986915377,CHIHUAHUA,URIQUE,2200.0
00008326,PRESA ABRAHAM GONZALEZ,1965506.3145141038,1836300.4593893446,CHIHUAHUA,GUERRERO,2000.0
00008327,EL TULE II (DGE),2078346.156865159,1672433.9703421658,CHIHUAHUA,EL TULE,1580.0
00008331,LA JOYA,2076772.6758406993,1786238.1887749205,CHIHUAHUA,SATEVO,1500.0
00008332,LAS LAJAS,2026389.1804394028,2006317.5353415231,CHIHUAHUA,BUENAVENTURA,1450.0
00008333,NORTEÑA MANZANEROS UNIDOS,2018324.845038227,1823130.5946227112,CHIHUAHUA,CUAUHTEMOC,2090.0
00008334,PACHERA,1971458.729021408,1811843.8638168925,CHIHUAHUA,GUERRERO,2094.0
00008336,SAN BERNABE,2023711.0507601884,1800782.4078085583,CHIHUAHUA,CUSIHUIRIACHI,2084.0
00008337,SAN FELIPE,2139431.6028941516,1852422.5028470908,CHIHUAHUA,CHIHUAHUA,1200.0
00008339,SIQUIRICHI (DGE),1985210.6334214048,1699176.0861427032,CHIHUAHUA,GUACHOCHI,2151.0
00008340,LA VERANERA,1921364.181115221,1701122.1667522541,CHIHUAHUA,URIQUE,971.0
00008341,BATOPILAS II (DGE),1932671.1457916442,1674479.5034000962,CHIHUAHUA,BATOPILAS,570.0
00008343,QUIRARE (CFE),1933598.476591661,1682545.5647510046,CHIHUAHUA,BATOPILAS,682.0
00008344,TALAYOTES (CFE),1929610.6895372123,1773245.5372527856,CHIHUAHUA,BOCOYNA,2340.0
00008346,EL CARRIZO,2184925.914100211,1992920.8306034417,CHIHUAHUA,COYAME DEL SOTOL,1420.0
00008347,CONSTITUCION,2037804.6585391765,1990604.8612081925,CHIHUAHUA,BUENAVENTURA,2056.0
00008348,PEÑASCOS,2238701.3904431085,1764051.9909060958,CHIHUAHUA,CAMARGO,1410.0
00008350,LA SOLEDAD,2316630.221215085,1650081.78718043,CHIHUAHUA,JIMENEZ,1130.0
00008352,BASASEACHIC,1891334.5376960721,1804052.2899009709,CHIHUAHUA,OCAMPO,2000.0
00008353,YEPACHIC,1872178.2447597052,1831344.4029717392,CHIHUAHUA,TEMOSACHIC,1790.0
00009001,AEROPUERTO (OBS),2806328.0490585635,829937.6306311279,DISTRITO FEDERAL,VENUSTIANO CARRANZA,2596.0
00009002,AJUSCO,2793635.3779452806,805087.5207469688,DISTRITO FEDERAL,TLALPAN,2900.0
00009003,AQUILES SERDAN 46,2794137.2779775616,833005.624695811,DISTRITO FEDERAL,AZCAPOTZALCO,2255.0
00009004,CALVARIO 61,2798995.43014429,803690.1392366475,DISTRITO FEDERAL,TLALPAN,2726.0
00009005,CALLE SALTO 13,2791530.732937894,823448.4875782026,DISTRITO FEDERAL,ALVARO OBREGON,2326.0
00009006,TACUBA 7,2799560.6406149683,829402.4288570257,DISTRITO FEDERAL,CUAUHTEMOC,2247.0
00009007,CINCEL 42,2801929.540575913,827333.9358908113,DISTRITO FEDERAL,CUAUHTEMOC,2326.0
00009008,CIUDAD UNIVERSITARIA,2795140.8981841262,817446.7232213671,DISTRITO FEDERAL,COYOACAN,2278.0
00009009,COLONIA AGRICOLA ORIENTAL,2806330.8503453406,825521.7433185083,DISTRITO FEDERAL,IZTACALCO,2235.0
00009010,COLONIA AMERICA,2793038.8470241986,826697.8156855418,DISTRITO FEDERAL,MIGUEL HIDALGO,2271.0
00009011,COLONIA DEL VALLE,2796735.641089898,825145.0922647157,DISTRITO FEDERAL,BENITO JUAREZ,2245.0
00009012,COLONIA ESCANDON,2795622.4544897615,825521.8037663025,DISTRITO FEDERAL,MIGUEL HIDALGO,2245.0
00009013,COLONIA MOCTEZUMA,2803068.138820004,828583.5146251351,DISTRITO FEDERAL,VENUSTIANO CARRANZA,2235.0
00009014,COLONIA SANTA URSULA COAPA,2798891.8252561567,814760.6043965949,DISTRITO FEDERAL,COYOACAN,2256.0
00009015,RODANO 14 (CFE),2795949.232432673,828134.8556346389,DISTRITO FEDERAL,CUAUHTEMOC,2250.0
00009016,CUAJIMALPA,2782872.5793360816,819602.8749816066,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,2777.0
00009017,CUAUTEPEC BARRIO BAJO,2800198.123447229,841159.3450097826,DISTRITO FEDERAL,GUSTAVO A. MADERO,2390.0
00009019,DESIERTO DE LOS LEONES,2781928.893982477,815598.2519599146,DISTRITO FEDERAL,ALVARO OBREGON,2995.0
00009020,DESVIACION ALTA AL PEDREGAL,2795325.3821057435,813984.6885243256,DISTRITO FEDERAL,TLALPAN,2296.0
00009021,EGIPTO 7,2794532.266606445,833626.6503054722,DISTRITO FEDERAL,AZCAPOTZALCO,2248.0
00009022,EL GUARDA,2796639.5941664614,796066.8164252745,DISTRITO FEDERAL,TLALPAN,2990.0
00009023,GUADALUPE INN,2794799.939651262,819985.5219805826,DISTRITO FEDERAL,ALVARO OBREGON,2270.0
00009024,HACIENDA PEÑA POBRE,2795202.3199273087,814319.6419172522,DISTRITO FEDERAL,TLALPAN,2290.0
00009025,HACIENDA LA PATERA,2797356.8073284156,837852.56083595,DISTRITO FEDERAL,GUSTAVO A. MADERO,2240.0
00009026,MORELOS 77,2805531.8068132685,821886.7015342999,DISTRITO FEDERAL,IZTAPALAPA,2240.0
00009028,GRAN CANAL KM. 3+000,2803600.172797459,831047.5027045935,DISTRITO FEDERAL,GUSTAVO A. MADERO,2239.0
00009029,GRAN CANAL KM. 06+250,2804441.8586039813,834008.3597984385,DISTRITO FEDERAL,GUSTAVO A. MADERO,2239.0
00009030,LA VENTA CUAJIMALPA,2782907.2123420686,817763.4442234685,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,2850.0
00009031,COLONIA ROMA,2796694.455361827,827229.5874886569,DISTRITO FEDERAL,CUAUHTEMOC,2240.0
00009032,MILPA ALTA,2812365.276393276,802581.5311625281,DISTRITO FEDERAL,MILPA ALTA,2420.0
00009033,COLONIA GUERRERO,2800110.983431081,830977.3459358605,DISTRITO FEDERAL,CUAUHTEMOC,1252.0
00009034,MOYOGUARDA,2804046.5455868673,808975.138626717,DISTRITO FEDERAL,XOCHIMILCO,2260.0
00009036,PLAYA CALETA 454 COLONIA MARTE,2803955.000643279,825013.4664396778,DISTRITO FEDERAL,IZTACALCO,2235.0
00009037,PRESA ANSALDO,2791637.836259027,817930.362736804,DISTRITO FEDERAL,LA MAGDALENA CONTRERAS,2363.0
00009038,PRESA MIXCOAC,2786329.3529493497,821508.4131348784,DISTRITO FEDERAL,ALVARO OBREGON,2576.0
00009039,PRESA TACUBAYA,2791937.3072518315,824989.7195883816,DISTRITO FEDERAL,ALVARO OBREGON,2340.0
00009040,SAN BORJA 726,2796767.1366612604,823551.0359944049,DISTRITO FEDERAL,BENITO JUAREZ,2250.0
00009041,SAN FRANCISCO TLALNEPANTLA,2801165.1314083845,803027.9316650059,DISTRITO FEDERAL,XOCHIMILCO,2620.0
00009042,SAN GREGORIO ATLAPULCO,2805868.5327229965,805331.3582595224,DISTRITO FEDERAL,XOCHIMILCO,2549.0
00009043,SAN JUAN DE ARAGON,2805746.5690403967,832777.6356751123,DISTRITO FEDERAL,GUSTAVO A. MADERO,2240.0
00009044,SAN LORENZO,2811439.480499659,800844.5393066595,DISTRITO FEDERAL,MILPA ALTA,2640.0
00009045,SANTA ANA TLACOTENCO,2814402.272910897,801335.6251151729,DISTRITO FEDERAL,MILPA ALTA,2595.0
00009046,COLONIA SANTA FE,2789785.257822871,823414.7104658108,DISTRITO FEDERAL,ALVARO OBREGON,2422.0
00009047,COLONIA TACUBA,2794216.450665629,831933.9280009196,DISTRITO FEDERAL,MIGUEL HIDALGO,2255.0
00009048,TACUBAYA CENTRAL (OBS),2793639.7261308567,825728.2362005865,DISTRITO FEDERAL,MIGUEL HIDALGO,2308.6
00009049,TARANGO,2792017.1572205736,820881.8796311688,DISTRITO FEDERAL,ALVARO OBREGON,2340.0
00009050,LOMAS DE CHAPULTEPEC,2791423.635687534,828966.2996441748,DISTRITO FEDERAL,MIGUEL HIDALGO,2314.0
00009051,TLAHUAC,2814121.391376496,810593.1882813538,DISTRITO FEDERAL,TLAHUAC,2240.0
00009052,UNIDAD MODELO,2802040.487209261,821816.09604479,DISTRITO FEDERAL,IZTAPALAPA,2229.0
