order,Ocean,Record identifier,Datetime,Cyclone name,Y,X,Max sustained wind speed (kt),Min pressure (millibars)
42389,Atlantic,AL071998,28/09/1998 12:00,            GEORGES,3759384.7327259565,2094102.2818509422,90,965
42390,Atlantic,AL071998,28/09/1998 18:00,            GEORGES,3757358.250107785,2116226.594079873,65,984
42391,Atlantic,AL071998,29/09/1998 00:00,            GEORGES,3747786.498213615,2115353.2316307505,50,986
42392,Atlantic,AL071998,29/09/1998 06:00,            GEORGES,3805207.747274368,2120693.503812608,40,992
42393,Atlantic,AL071998,29/09/1998 12:00,            GEORGES,3829607.0677342466,2167710.709894055,30,994
42394,Atlantic,AL071998,29/09/1998 18:00,            GEORGES,3887930.95137008,2162329.1195287243,30,996
42395,Atlantic,AL071998,30/09/1998 00:00,            GEORGES,3946322.8261718727,2157199.091061312,30,998
42396,Atlantic,AL071998,30/09/1998 06:00,            GEORGES,4004781.5999779655,2152321.0606805547,30,1000
42397,Atlantic,AL071998,30/09/1998 12:00,            GEORGES,4090667.9273508545,2162033.522724445,25,1002
42398,Atlantic,AL071998,30/09/1998 18:00,            GEORGES,4206460.643112785,2164794.576488675,25,1004
42399,Atlantic,AL071998,01/10/1998 00:00,            GEORGES,4322318.070695457,2168538.8665275066,25,1006
42400,Atlantic,AL071998,01/10/1998 06:00,            GEORGES,4436672.612262485,2184264.8096985435,20,1008
42402,Atlantic,AL081998,17/09/1998 12:00,            HERMINE,3656679.5022309874,1696349.106989864,30,1001
42403,Atlantic,AL081998,17/09/1998 18:00,            HERMINE,3529198.751899612,1675436.7860767366,30,1001
42404,Atlantic,AL081998,18/09/1998 00:00,            HERMINE,3482843.157889657,1627899.6200682998,30,1000
42405,Atlantic,AL081998,18/09/1998 06:00,            HERMINE,3448301.8266074,1548179.2462739926,30,999
42406,Atlantic,AL081998,18/09/1998 12:00,            HERMINE,3446112.1426933506,1581188.0912222161,30,999
42407,Atlantic,AL081998,18/09/1998 18:00,            HERMINE,3466745.5277607567,1571518.4694319253,30,1000
42408,Atlantic,AL081998,19/09/1998 00:00,            HERMINE,3497365.382187629,1562571.570713089,30,1001
42409,Atlantic,AL081998,19/09/1998 06:00,            HERMINE,3552214.724098663,1632865.9702778524,30,1001
42410,Atlantic,AL081998,19/09/1998 12:00,            HERMINE,3553071.4747213777,1754700.9913591256,35,1001
42411,Atlantic,AL081998,19/09/1998 18:00,            HERMINE,3566003.313649848,1844356.5385831026,40,1000
42412,Atlantic,AL081998,20/09/1998 00:00,            HERMINE,3579534.5891162064,1923093.1261570803,40,999
42413,Atlantic,AL081998,20/09/1998 05:00,            HERMINE,3578678.308746135,1934134.7508278012,35,1000
42414,Atlantic,AL081998,20/09/1998 06:00,            HERMINE,3577821.867820169,1945178.4458460368,35,1001
42415,Atlantic,AL081998,20/09/1998 12:00,            HERMINE,3605029.905084797,2091979.862724162,30,1002
42416,Atlantic,AL081998,20/09/1998 18:00,            HERMINE,3648320.2524142275,2151296.870120336,20,1003
42510,Atlantic,AL111998,23/09/1998 12:00,               KARL,5903752.562868758,2796526.101756327,25,1003
42511,Atlantic,AL111998,23/09/1998 18:00,               KARL,6142726.658053198,2849593.5322613097,30,1004
42512,Atlantic,AL111998,24/09/1998 00:00,               KARL,6332591.536478322,2904322.645403838,35,1003
42513,Atlantic,AL111998,24/09/1998 06:00,               KARL,6477575.858062489,2913036.9981838022,35,1002
42514,Atlantic,AL111998,24/09/1998 12:00,               KARL,6590101.694902802,2901303.6606851164,40,1001
42515,Atlantic,AL111998,24/09/1998 18:00,               KARL,6688384.5732898805,2874127.2715071426,45,1000
42516,Atlantic,AL111998,25/09/1998 00:00,               KARL,6799700.225208489,2840172.3195998594,50,998
42517,Atlantic,AL111998,25/09/1998 06:00,               KARL,6920746.766227077,2810321.2489392315,55,994
42559,Atlantic,AL131998,22/10/1998 00:00,              MITCH,5353713.182344137,213461.3007184081,30,1002
42560,Atlantic,AL131998,22/10/1998 06:00,              MITCH,5238842.841502633,227129.87563631462,30,1002
42561,Atlantic,AL131998,22/10/1998 12:00,              MITCH,5149814.566121047,223160.7506904569,30,1002
42562,Atlantic,AL131998,22/10/1998 18:00,              MITCH,5157326.70526422,178877.44320815525,35,1001
42563,Atlantic,AL131998,23/10/1998 00:00,              MITCH,5186284.025013406,206611.45223975854,40,1000
42564,Atlantic,AL131998,23/10/1998 06:00,              MITCH,5178684.372968733,250849.25687040944,45,999
42565,Atlantic,AL131998,23/10/1998 12:00,              MITCH,5151290.606755791,280277.20509818813,45,999
42566,Atlantic,AL131998,23/10/1998 18:00,              MITCH,5122125.491694115,320754.20987430966,50,998
42567,Atlantic,AL131998,24/10/1998 00:00,              MITCH,5123598.306246961,377702.9756032144,55,997
42568,Atlantic,AL131998,24/10/1998 06:00,              MITCH,5125006.64216397,434566.0502868002,65,990
42569,Atlantic,AL131998,24/10/1998 12:00,              MITCH,5103075.414549287,498683.36562966777,75,985
42570,Atlantic,AL131998,24/10/1998 18:00,              MITCH,5072441.986380845,549956.0095210853,90,980
42571,Atlantic,AL131998,25/10/1998 00:00,              MITCH,5031339.38246097,599448.5555417616,100,965
42572,Atlantic,AL131998,25/10/1998 06:00,              MITCH,4969274.023687042,645524.9094816482,105,951
42573,Atlantic,AL131998,25/10/1998 12:00,              MITCH,4891614.29215063,655577.89425504,115,945
42574,Atlantic,AL131998,25/10/1998 18:00,              MITCH,4814112.991633711,666017.2497589047,125,926
42575,Atlantic,AL131998,26/10/1998 00:00,              MITCH,4740007.432606057,654903.3855669204,130,923
42576,Atlantic,AL131998,26/10/1998 06:00,              MITCH,4655250.127529931,642644.8916575632,135,922
42577,Atlantic,AL131998,26/10/1998 12:00,              MITCH,4567435.232336595,652832.6357257772,145,914
42578,Atlantic,AL131998,26/10/1998 18:00,              MITCH,4510095.019403353,678676.555498065,155,905
42579,Atlantic,AL131998,27/10/1998 00:00,              MITCH,4431849.425995675,702008.0055424465,155,910
42580,Atlantic,AL131998,27/10/1998 06:00,              MITCH,4367132.249504982,705047.5890784018,150,917
42581,Atlantic,AL131998,27/10/1998 12:00,              MITCH,4306402.661965295,675377.7571750968,150,922
42582,Atlantic,AL131998,27/10/1998 18:00,              MITCH,4266649.890679093,648392.3301356016,145,928
42583,Atlantic,AL131998,28/10/1998 00:00,              MITCH,4249251.943534603,612913.1140243384,140,933
42584,Atlantic,AL131998,28/10/1998 06:00,              MITCH,4253047.746839645,579863.2666470021,130,938
42585,Atlantic,AL131998,28/10/1998 12:00,              MITCH,4253047.746839645,579863.2666470021,115,948
42586,Atlantic,AL131998,28/10/1998 18:00,              MITCH,4242404.637449797,578644.6556836296,95,959
42587,Atlantic,AL131998,29/10/1998 00:00,              MITCH,4233011.093085336,566410.6150874692,85,970
42588,Atlantic,AL131998,29/10/1998 06:00,              MITCH,4234261.76565872,555385.4682103889,75,979
42589,Atlantic,AL131998,29/10/1998 12:00,              MITCH,4247438.615146317,534542.842645433,70,987
42590,Atlantic,AL131998,29/10/1998 18:00,              MITCH,4259379.333394085,524734.4961433671,60,994
42591,Atlantic,AL131998,30/10/1998 00:00,              MITCH,4251216.956122983,501441.4470109784,55,995
42592,Atlantic,AL131998,30/10/1998 06:00,              MITCH,4232310.050512127,476930.7649229809,50,996
42593,Atlantic,AL131998,30/10/1998 12:00,              MITCH,4213339.325877763,452432.7720312617,45,997
42594,Atlantic,AL131998,30/10/1998 18:00,              MITCH,4174006.0579117257,414538.31344648724,45,998
42595,Atlantic,AL131998,31/10/1998 00:00,              MITCH,4122530.1667892924,386657.01850641205,45,999
42596,Atlantic,AL131998,31/10/1998 06:00,              MITCH,4049286.3523039836,356760.63466950826,40,1000
42597,Atlantic,AL131998,31/10/1998 12:00,              MITCH,3962876.7492465153,348359.6291472741,35,1000
42598,Atlantic,AL131998,31/10/1998 18:00,              MITCH,3886238.239515413,352497.28926740657,30,1001
42599,Atlantic,AL131998,01/11/1998 00:00,              MITCH,3799807.3920448725,345005.8343152852,30,1002
42600,Atlantic,AL131998,01/11/1998 06:00,              MITCH,3712467.460848118,349097.2093086689,25,1003
42601,Atlantic,AL131998,01/11/1998 12:00,              MITCH,3635199.9236251847,365565.0266728383,25,1005
42602,Atlantic,AL131998,01/11/1998 18:00,              MITCH,3555086.6667233678,426770.2025696622,25,1005
42603,Atlantic,AL131998,02/11/1998 00:00,              MITCH,3495578.0737570454,511813.85853813245,20,1005
42604,Atlantic,AL131998,02/11/1998 06:00,              MITCH,3447314.8316557524,597595.3217930075,20,1005
42605,Atlantic,AL131998,02/11/1998 12:00,              MITCH,3410115.7650493803,684028.4959599968,20,1005
42606,Atlantic,AL131998,02/11/1998 18:00,              MITCH,3373288.9193888344,770438.7454259788,20,1005
42607,Atlantic,AL131998,03/11/1998 00:00,              MITCH,3401507.2395606553,827418.1066637846,20,1003
42608,Atlantic,AL131998,03/11/1998 06:00,              MITCH,3474071.3719500583,843013.5213194825,20,1003
42609,Atlantic,AL131998,03/11/1998 12:00,              MITCH,3536056.5136425365,858231.9818444068,25,1002
42610,Atlantic,AL131998,03/11/1998 18:00,              MITCH,3607554.09220375,885480.1258040447,40,997
42611,Atlantic,AL131998,04/11/1998 00:00,              MITCH,3687468.8927352047,935883.8797590622,35,997
42612,Atlantic,AL131998,04/11/1998 02:00,              MITCH,3696979.5314555303,947710.4430653554,35,998
42613,Atlantic,AL131998,04/11/1998 06:00,              MITCH,3783765.9625655706,1032413.1568359185,30,998
42614,Atlantic,AL131998,04/11/1998 12:00,              MITCH,3917694.991460945,1155343.236904207,40,998
42615,Atlantic,AL131998,04/11/1998 18:00,              MITCH,4073873.06113113,1337446.1962421064,40,993
42616,Atlantic,AL131998,05/11/1998 00:00,              MITCH,4225934.289430108,1521177.8499048816,45,993
42617,Atlantic,AL131998,05/11/1998 06:00,              MITCH,4383990.74597787,1630052.2826422753,50,990
42618,Atlantic,AL131998,05/11/1998 11:00,              MITCH,4493605.9259165665,1711830.182616599,50,989
42619,Atlantic,AL131998,05/11/1998 12:00,              MITCH,4546361.366442576,1763966.3605865291,55,987
42620,Atlantic,AL131998,05/11/1998 18:00,              MITCH,4824058.219594398,1907862.7205388874,50,992
42621,Atlantic,AL131998,06/11/1998 00:00,              MITCH,5092274.791473571,2236874.9668348343,50,993
42622,Atlantic,AL131998,06/11/1998 06:00,              MITCH,5318527.290511997,2566254.541394732,50,992
42674,Atlantic,AL011999,11/06/1999 18:00,             ARLENE,6770653.217465195,2329987.142568368,30,1010
42675,Atlantic,AL011999,12/06/1999 00:00,             ARLENE,6816279.7265848145,2414087.7951703565,30,1010
42676,Atlantic,AL011999,12/06/1999 06:00,             ARLENE,6812084.146339506,2459184.4718423756,30,1010
42677,Atlantic,AL011999,12/06/1999 12:00,             ARLENE,6805301.883690423,2480236.0778614907,35,1009
42678,Atlantic,AL011999,12/06/1999 18:00,             ARLENE,6789213.426082726,2498300.575429808,45,1008
42679,Atlantic,AL011999,13/06/1999 00:00,             ARLENE,6769770.426049824,2526928.3031858066,50,1006
42680,Atlantic,AL011999,13/06/1999 06:00,             ARLENE,6735189.048286728,2539126.269359869,50,1006
42681,Atlantic,AL011999,13/06/1999 12:00,             ARLENE,6694736.430982174,2537928.3210008643,50,1007
42682,Atlantic,AL011999,13/06/1999 18:00,             ARLENE,6648323.966471892,2523385.2037784206,50,1007
42683,Atlantic,AL011999,14/06/1999 00:00,             ARLENE,6601861.082805594,2509003.981233858,45,1008
42684,Atlantic,AL011999,14/06/1999 06:00,             ARLENE,6542827.419848148,2502561.257860087,40,1009
42685,Atlantic,AL011999,14/06/1999 12:00,             ARLENE,6483811.092705287,2496380.9303441206,40,1009
42686,Atlantic,AL011999,14/06/1999 18:00,             ARLENE,6446440.171105605,2519957.7603807943,40,1009
42687,Atlantic,AL011999,15/06/1999 00:00,             ARLENE,6403025.853029887,2530285.0260952143,40,1009
42688,Atlantic,AL011999,15/06/1999 06:00,             ARLENE,6368970.001560597,2508800.3738990277,40,1009
42689,Atlantic,AL011999,15/06/1999 12:00,             ARLENE,6390666.137995049,2503564.350610004,45,1008
42690,Atlantic,AL011999,15/06/1999 18:00,             ARLENE,6372070.77837109,2532800.853747515,45,1009
42691,Atlantic,AL011999,16/06/1999 00:00,             ARLENE,6341142.663213726,2535390.159489337,45,1009
42692,Atlantic,AL011999,16/06/1999 06:00,             ARLENE,6304129.533996799,2559396.6883217758,45,1010
42693,Atlantic,AL011999,16/06/1999 12:00,             ARLENE,6261152.989632754,2604902.7511679595,40,1010
42694,Atlantic,AL011999,16/06/1999 18:00,             ARLENE,6227563.163195988,2653191.106683033,35,1012
42695,Atlantic,AL011999,17/06/1999 00:00,             ARLENE,6184931.635148841,2699044.2940834546,30,1014
42696,Atlantic,AL011999,17/06/1999 06:00,             ARLENE,6145622.441199132,2769143.3730715304,30,1015
42697,Atlantic,AL011999,17/06/1999 12:00,             ARLENE,6118588.742892683,2866095.162911765,30,1015
42701,Atlantic,AL021999,02/07/1999 18:00,            UNNAMED,3228549.9163341234,928507.6209308434,30,1006
42702,Atlantic,AL021999,03/07/1999 00:00,            UNNAMED,3091574.6155478545,966589.9253100532,30,1004
42703,Atlantic,AL021999,03/07/1999 04:00,            UNNAMED,3019340.906267742,952860.807486815,30,1004
42704,Atlantic,AL021999,03/07/1999 06:00,            UNNAMED,2988553.250279936,940786.4066778962,25,1005
42706,Atlantic,AL031999,18/08/1999 18:00,               BRET,3295031.4150786703,854566.2190112248,30,1010
42707,Atlantic,AL031999,19/08/1999 00:00,               BRET,3284580.076570976,854015.5229438877,30,1008
42708,Atlantic,AL031999,19/08/1999 06:00,               BRET,3273559.1873870753,864493.4033908126,30,1008
42709,Atlantic,AL031999,19/08/1999 12:00,               BRET,3272990.078967581,875513.5147836497,30,1008
42710,Atlantic,AL031999,19/08/1999 18:00,               BRET,3261991.9852796607,885997.5430089732,35,1005
42711,Atlantic,AL031999,20/08/1999 00:00,               BRET,3261991.9852796607,885997.5430089732,40,1000
42712,Atlantic,AL031999,20/08/1999 06:00,               BRET,3271283.1014895374,908567.1146053241,45,998
42713,Atlantic,AL031999,20/08/1999 12:00,               BRET,3279390.465923053,953163.9220589004,50,993
42714,Atlantic,AL031999,20/08/1999 18:00,               BRET,3285101.566159201,1041776.8905898434,55,991
42715,Atlantic,AL031999,21/08/1999 00:00,               BRET,3270749.0785266566,1118259.106382286,65,983
42716,Atlantic,AL031999,21/08/1999 06:00,               BRET,3246850.948414232,1183209.1793114506,75,980
42717,Atlantic,AL031999,21/08/1999 12:00,               BRET,3223135.8469159626,1248189.5470585104,80,979
42718,Atlantic,AL031999,21/08/1999 18:00,               BRET,3209197.22309642,1324700.4880793288,90,975
42719,Atlantic,AL031999,22/08/1999 00:00,               BRET,3194305.336164329,1423245.7744855923,120,954
42720,Atlantic,AL031999,22/08/1999 06:00,               BRET,3150089.5394684603,1509444.6099817946,125,950
42721,Atlantic,AL031999,22/08/1999 12:00,               BRET,3086942.2889907993,1583975.3990468986,125,944
42722,Atlantic,AL031999,22/08/1999 18:00,               BRET,3015737.9192330213,1625382.6032843348,120,946
42723,Atlantic,AL031999,23/08/1999 00:00,               BRET,2955189.635622964,1656443.078327112,100,951
42724,Atlantic,AL031999,23/08/1999 06:00,               BRET,2905411.256186592,1665977.30508445,80,963
42725,Atlantic,AL031999,23/08/1999 12:00,               BRET,2865013.6731897993,1698017.142433223,60,980
42726,Atlantic,AL031999,23/08/1999 18:00,               BRET,2814956.9777969643,1729961.6488966069,35,993
42727,Atlantic,AL031999,24/08/1999 00:00,               BRET,2745297.5358492476,1772793.3065823962,30,1000
42728,Atlantic,AL031999,24/08/1999 06:00,               BRET,2656995.1169567085,1771531.0498127698,30,1003
42729,Atlantic,AL031999,24/08/1999 12:00,               BRET,2568794.4146732343,1748716.2303576919,25,1006
42730,Atlantic,AL031999,24/08/1999 18:00,               BRET,2490164.4828511304,1737500.722290132,25,1007
42731,Atlantic,AL031999,25/08/1999 00:00,               BRET,2401568.5750833633,1726790.9780570548,20,1008
42767,Atlantic,AL041999,27/08/1999 12:00,              CINDY,6999601.346324865,2486055.382004233,90,970
42768,Atlantic,AL041999,27/08/1999 18:00,              CINDY,6907668.283113769,2513649.6351454295,90,970
42769,Atlantic,AL041999,28/08/1999 00:00,              CINDY,6828867.021420816,2534381.5138035803,100,961
42770,Atlantic,AL041999,28/08/1999 06:00,              CINDY,6752863.402851894,2579658.1796887056,115,948
42771,Atlantic,AL041999,28/08/1999 12:00,              CINDY,6679804.799183847,2649482.1064533214,120,942
42772,Atlantic,AL041999,28/08/1999 18:00,              CINDY,6610558.995958636,2709192.0801452077,120,943
42773,Atlantic,AL041999,29/08/1999 00:00,              CINDY,6596402.301901862,2786373.188283791,120,944
42774,Atlantic,AL041999,29/08/1999 06:00,              CINDY,6569704.605365874,2871471.4218581645,115,948
42775,Atlantic,AL041999,29/08/1999 12:00,              CINDY,6560911.065382603,2962419.8223269605,100,961
