order,Ocean,Record identifier,Datetime,Cyclone name,Y,X,Max sustained wind speed (kt),Min pressure (millibars)
41896,Atlantic,AL131996,24/11/1996 18:00,              MARCO,4969274.023687042,645524.9094816482,35,1003
41897,Atlantic,AL131996,25/11/1996 00:00,              MARCO,4819658.840828728,700511.449292281,45,1002
41898,Atlantic,AL131996,25/11/1996 06:00,              MARCO,4669682.576103881,767806.8387616625,50,1002
41899,Atlantic,AL131996,25/11/1996 12:00,              MARCO,4542059.511283463,839283.6806766354,55,1001
41900,Atlantic,AL131996,25/11/1996 18:00,              MARCO,4435074.776890078,925359.1459436707,45,1009
41901,Atlantic,AL131996,26/11/1996 00:00,              MARCO,4376146.181939004,973455.6560455163,40,1009
41902,Atlantic,AL131996,26/11/1996 06:00,              MARCO,4329264.262883438,1012077.0916844899,35,1010
41903,Atlantic,AL131996,26/11/1996 12:00,              MARCO,4339605.138228774,1013356.1605957053,30,1010
41904,Atlantic,AL131996,26/11/1996 18:00,              MARCO,4294491.635398144,952266.2918042322,25,1010
41906,Atlantic,AL011997,31/05/1997 18:00,            UNNAMED,4892592.738298028,2031651.7938279312,25,1011
41907,Atlantic,AL011997,01/06/1997 00:00,            UNNAMED,4902349.05575856,2145760.9670790494,25,1009
41908,Atlantic,AL011997,01/06/1997 06:00,            UNNAMED,4945069.449115333,2345137.49800996,30,1006
41909,Atlantic,AL011997,01/06/1997 12:00,            UNNAMED,4997820.126197216,2581828.554828058,35,1003
41916,Atlantic,AL021997,30/06/1997 12:00,                ANA,4844982.399609432,2417845.292853854,30,1013
41917,Atlantic,AL021997,30/06/1997 18:00,                ANA,4901128.566150805,2427773.056853813,30,1011
41918,Atlantic,AL021997,01/07/1997 00:00,                ANA,4959242.987524511,2426968.3945428156,30,1009
41919,Atlantic,AL021997,01/07/1997 06:00,                ANA,5017405.5559475515,2426418.4311228176,35,1006
41920,Atlantic,AL021997,01/07/1997 12:00,                ANA,5094323.3803085685,2429728.281589077,40,1004
41921,Atlantic,AL021997,01/07/1997 18:00,                ANA,5175633.125254761,2411638.7914417842,40,1002
41922,Atlantic,AL021997,02/07/1997 00:00,                ANA,5259869.114330888,2428693.5386522883,40,1000
41923,Atlantic,AL021997,02/07/1997 06:00,                ANA,5337058.030016511,2478961.3854962797,35,1000
41924,Atlantic,AL021997,02/07/1997 12:00,                ANA,5402058.49084766,2538563.7013816675,35,1000
41925,Atlantic,AL021997,02/07/1997 18:00,                ANA,5452367.74839296,2618264.225547493,35,1000
41926,Atlantic,AL021997,03/07/1997 00:00,                ANA,5496954.2497025775,2720094.33959409,35,1001
41936,Atlantic,AL031997,11/07/1997 06:00,               BILL,5564531.978297979,2380934.822725073,30,1014
41937,Atlantic,AL031997,11/07/1997 12:00,               BILL,5622698.0877324715,2554249.5121423663,40,1013
41938,Atlantic,AL031997,11/07/1997 18:00,               BILL,5708541.333147971,2724107.372623748,45,1010
41947,Atlantic,AL041997,13/07/1997 00:00,          CLAUDETTE,5196551.405967206,2404468.7685303483,25,1012
41948,Atlantic,AL041997,13/07/1997 06:00,          CLAUDETTE,5224656.892262939,2410138.7178946836,25,1011
41949,Atlantic,AL041997,13/07/1997 12:00,          CLAUDETTE,5236701.543517115,2446679.7139492305,30,1008
41950,Atlantic,AL041997,13/07/1997 18:00,          CLAUDETTE,5239327.945305949,2481341.324680121,40,1004
41951,Atlantic,AL041997,14/07/1997 00:00,          CLAUDETTE,5230367.187918419,2525051.1437338865,40,1003
41952,Atlantic,AL041997,14/07/1997 06:00,          CLAUDETTE,5230651.139926905,2570712.9524410525,40,1003
41953,Atlantic,AL041997,14/07/1997 12:00,          CLAUDETTE,5233270.659618484,2651213.2417741744,40,1004
41954,Atlantic,AL041997,14/07/1997 18:00,          CLAUDETTE,5228775.962716148,2718978.7415192234,40,1005
41964,Atlantic,AL051997,16/07/1997 12:00,              DANNY,3426047.6557243234,1734711.8158034824,25,1013
41965,Atlantic,AL051997,16/07/1997 18:00,              DANNY,3435153.7178524984,1746383.1424931018,30,1013
41966,Atlantic,AL051997,17/07/1997 00:00,              DANNY,3453318.0552718444,1769747.8206746022,30,1011
41967,Atlantic,AL051997,17/07/1997 06:00,              DANNY,3481215.0973953875,1793822.731620157,30,1007
41968,Atlantic,AL051997,17/07/1997 12:00,              DANNY,3536717.9734741515,1842157.3382260166,40,1003
41969,Atlantic,AL051997,17/07/1997 18:00,              DANNY,3573221.0067307693,1878194.9073708416,50,1002
41970,Atlantic,AL051997,18/07/1997 00:00,              DANNY,3648374.2272823127,1917492.608213189,55,997
41971,Atlantic,AL051997,18/07/1997 06:00,              DANNY,3674701.9949065587,1953031.3958572347,65,992
41972,Atlantic,AL051997,18/07/1997 09:00,              DANNY,3693122.32373004,1965721.2829390017,65,989
41973,Atlantic,AL051997,18/07/1997 12:00,              DANNY,3720204.123416722,1990326.3093217441,70,990
41974,Atlantic,AL051997,18/07/1997 18:00,              DANNY,3756829.1469390746,2015865.6349334933,70,988
41975,Atlantic,AL051997,19/07/1997 00:00,              DANNY,3813616.4652215247,2032284.8596632208,70,984
41976,Atlantic,AL051997,19/07/1997 06:00,              DANNY,3839282.6766265035,2068191.0129355867,65,987
41977,Atlantic,AL051997,19/07/1997 10:00,              DANNY,3838208.6017815303,2079238.5453723264,70,984
41978,Atlantic,AL051997,19/07/1997 12:00,              DANNY,3846723.4937523343,2091224.211423557,70,984
41979,Atlantic,AL051997,19/07/1997 18:00,              DANNY,3855222.075804366,2103217.557789225,65,986
41980,Atlantic,AL051997,20/07/1997 00:00,              DANNY,3885073.726458879,2095033.7327092977,60,991
41981,Atlantic,AL051997,20/07/1997 06:00,              DANNY,3893538.8258153256,2107050.735115369,45,998
41982,Atlantic,AL051997,20/07/1997 12:00,              DANNY,3900858.569345154,2130127.6340622525,35,1001
41983,Atlantic,AL051997,20/07/1997 18:00,              DANNY,3898599.739709259,2152239.9944716454,30,1004
41984,Atlantic,AL051997,21/07/1997 00:00,              DANNY,3886808.5623293724,2173392.821731649,25,1006
41985,Atlantic,AL051997,21/07/1997 06:00,              DANNY,3873930.9301584866,2205639.353585307,20,1009
41986,Atlantic,AL051997,21/07/1997 12:00,              DANNY,3869465.9141580416,2249959.993901877,20,1010
41987,Atlantic,AL051997,21/07/1997 18:00,              DANNY,3902779.7209042446,2298188.7297659647,20,1011
41988,Atlantic,AL051997,22/07/1997 00:00,              DANNY,3902958.7064119955,2388031.3971505365,20,1011
41989,Atlantic,AL051997,22/07/1997 06:00,              DANNY,3927551.241573239,2424367.5410330747,20,1012
41990,Atlantic,AL051997,22/07/1997 12:00,              DANNY,3943863.3038541228,2448633.966121348,20,1013
41991,Atlantic,AL051997,22/07/1997 18:00,              DANNY,3968206.663175366,2485097.5311067416,20,1013
41992,Atlantic,AL051997,23/07/1997 00:00,              DANNY,3992399.9839125574,2521638.3339796513,20,1012
42015,Atlantic,AL061997,18/07/1997 00:00,            UNNAMED,7510975.29308412,1002206.5032042717,30,1009
42016,Atlantic,AL061997,18/07/1997 06:00,            UNNAMED,7358877.125486046,1010415.1495951522,30,1011
42017,Atlantic,AL061997,18/07/1997 12:00,            UNNAMED,7217698.314553406,1023371.3250014472,30,1012
42018,Atlantic,AL061997,18/07/1997 18:00,            UNNAMED,7097301.639353231,1008892.118374427,30,1013
42019,Atlantic,AL061997,19/07/1997 00:00,            UNNAMED,6976963.98020889,995376.0281070665,25,1013
42028,Atlantic,AL071997,05/09/1997 00:00,              ERIKA,7439725.101056663,1213233.0321872325,65,998
42029,Atlantic,AL071997,05/09/1997 06:00,              ERIKA,7313483.664705975,1217967.678016491,65,997
42030,Atlantic,AL071997,05/09/1997 12:00,              ERIKA,7197810.4672503825,1227011.4740670815,65,996
42031,Atlantic,AL071997,05/09/1997 18:00,              ERIKA,7086044.467459645,1261257.6972273528,65,990
42032,Atlantic,AL071997,06/09/1997 00:00,              ERIKA,6978169.4237074815,1285680.8179834955,65,988
42033,Atlantic,AL071997,06/09/1997 06:00,              ERIKA,6877735.486391048,1324474.531681597,70,986
42034,Atlantic,AL071997,06/09/1997 12:00,              ERIKA,6770917.225291438,1350299.033573176,70,982
42035,Atlantic,AL071997,06/09/1997 18:00,              ERIKA,6677754.668111288,1369152.021180849,75,980
42036,Atlantic,AL071997,07/09/1997 00:00,              ERIKA,6595019.517775911,1391422.5932407505,75,979
42037,Atlantic,AL071997,07/09/1997 06:00,              ERIKA,6545759.413786319,1411936.684377194,75,978
42038,Atlantic,AL071997,07/09/1997 12:00,              ERIKA,6500785.31422317,1456646.4684592697,75,975
42039,Atlantic,AL071997,07/09/1997 18:00,              ERIKA,6478965.235018089,1496364.2320045035,90,970
42040,Atlantic,AL071997,08/09/1997 00:00,              ERIKA,6461290.196469784,1560096.1531071903,95,966
42041,Atlantic,AL071997,08/09/1997 06:00,              ERIKA,6443621.377078748,1623805.6494304643,100,961
42042,Atlantic,AL071997,08/09/1997 12:00,              ERIKA,6452593.370115876,1706351.297503118,105,957
42043,Atlantic,AL071997,08/09/1997 18:00,              ERIKA,6471038.92418638,1791627.3887115354,110,952
42044,Atlantic,AL071997,09/09/1997 00:00,              ERIKA,6492711.417714274,1900862.0546748105,110,948
42045,Atlantic,AL071997,09/09/1997 06:00,              ERIKA,6517151.062300531,2034068.3462527317,110,946
42046,Atlantic,AL071997,09/09/1997 12:00,              ERIKA,6534270.550463696,2188476.173040797,110,947
42047,Atlantic,AL071997,09/09/1997 18:00,              ERIKA,6546937.129038969,2353556.612486687,110,951
42048,Atlantic,AL071997,10/09/1997 00:00,              ERIKA,6558199.789546022,2518810.3193094404,105,955
42049,Atlantic,AL071997,10/09/1997 06:00,              ERIKA,6573911.060800249,2697778.746584775,100,960
42050,Atlantic,AL071997,10/09/1997 12:00,              ERIKA,6582096.405013361,2863666.713710481,95,965
42051,Atlantic,AL071997,10/09/1997 18:00,              ERIKA,6606637.906193744,3035708.4429487237,90,970
42089,Atlantic,AL081997,04/10/1997 18:00,             FABIAN,6246229.136943051,1844027.197854333,25,1009
42090,Atlantic,AL081997,05/10/1997 00:00,             FABIAN,6251433.5398599915,1902460.2917244448,25,1009
42091,Atlantic,AL081997,05/10/1997 06:00,             FABIAN,6266157.640611088,1963516.0470929195,25,1009
42092,Atlantic,AL081997,05/10/1997 12:00,             FABIAN,6299905.142013287,2029874.7372447848,30,1007
42093,Atlantic,AL081997,05/10/1997 18:00,             FABIAN,6320688.3192520235,2104278.937000861,35,1005
42094,Atlantic,AL081997,06/10/1997 00:00,             FABIAN,6353596.911662359,2170786.0136932363,35,1005
42095,Atlantic,AL081997,06/10/1997 06:00,             FABIAN,6408097.596366322,2232202.9188194936,35,1005
42096,Atlantic,AL081997,06/10/1997 12:00,             FABIAN,6449542.269349288,2301694.8397138966,35,1005
42097,Atlantic,AL081997,06/10/1997 18:00,             FABIAN,6537406.505044723,2385325.8420223277,35,1005
42098,Atlantic,AL081997,07/10/1997 00:00,             FABIAN,6620946.47555938,2480124.0598722845,35,1005
42099,Atlantic,AL081997,07/10/1997 06:00,             FABIAN,6719206.877650735,2557289.1371087804,35,1005
42100,Atlantic,AL081997,07/10/1997 12:00,             FABIAN,6810680.451022449,2621646.1502007605,35,1004
42101,Atlantic,AL081997,07/10/1997 18:00,             FABIAN,6898338.012075961,2603836.8234645375,35,1005
42102,Atlantic,AL081997,08/10/1997 00:00,             FABIAN,7008361.984781136,2582418.0215962827,35,1005
42107,Atlantic,AL091997,14/10/1997 12:00,              GRACE,5941199.505645048,1289968.3458037176,30,1002
42108,Atlantic,AL091997,14/10/1997 18:00,              GRACE,5822109.640360041,1296261.1157000745,30,1001
42109,Atlantic,AL091997,15/10/1997 00:00,              GRACE,5842392.747799441,1300907.9744009525,35,999
42110,Atlantic,AL091997,15/10/1997 06:00,              GRACE,5913332.179089466,1317394.62876262,35,999
42111,Atlantic,AL091997,15/10/1997 12:00,              GRACE,5996651.453676773,1371254.6778439537,40,999
42112,Atlantic,AL091997,15/10/1997 18:00,              GRACE,6142418.594456298,1429993.2537538826,40,999
42113,Atlantic,AL091997,16/10/1997 00:00,              GRACE,6341642.389861444,1527452.1577452426,40,999
42114,Atlantic,AL091997,16/10/1997 06:00,              GRACE,6608134.877600821,1647517.55036102,35,1000
42115,Atlantic,AL091997,16/10/1997 12:00,              GRACE,6858337.961316839,1814587.506749372,35,1000
42116,Atlantic,AL091997,16/10/1997 18:00,              GRACE,7070437.76126485,2021393.6106852673,35,1001
42142,Atlantic,AL011998,01/08/1998 18:00,               ALEX,7355208.333053369,1430402.0499560304,40,1012
42143,Atlantic,AL011998,02/08/1998 00:00,               ALEX,7220373.899403911,1467129.1586564046,35,1012
42144,Atlantic,AL011998,02/08/1998 06:00,               ALEX,7079771.519740634,1491284.5254011983,35,1012
42145,Atlantic,AL011998,02/08/1998 12:00,               ALEX,6960014.050405302,1557649.996253718,35,1012
42146,Atlantic,AL011998,02/08/1998 18:00,               ALEX,6854653.332376832,1652009.5879647844,30,1014
42152,Atlantic,AL021998,20/08/1998 12:00,             BONNIE,7177420.132858265,1325210.5090618434,35,1007
42153,Atlantic,AL021998,20/08/1998 18:00,             BONNIE,6914991.266534265,1347316.9126351108,35,1006
42154,Atlantic,AL021998,21/08/1998 00:00,             BONNIE,6727385.347129963,1349049.940544338,40,1005
42155,Atlantic,AL021998,21/08/1998 06:00,             BONNIE,6553528.370189261,1345338.102041455,45,1002
42156,Atlantic,AL021998,21/08/1998 12:00,             BONNIE,6380121.748391978,1343675.2764496123,50,1000
42157,Atlantic,AL021998,21/08/1998 18:00,             BONNIE,6216416.399338132,1391966.1458892159,55,999
42158,Atlantic,AL021998,22/08/1998 00:00,             BONNIE,6054040.158583408,1442004.399836002,65,991
42159,Atlantic,AL021998,22/08/1998 06:00,             BONNIE,5895542.092964894,1483063.5086499087,70,989
42160,Atlantic,AL021998,22/08/1998 12:00,             BONNIE,5773037.8504036665,1511143.1287417687,75,980
42161,Atlantic,AL021998,22/08/1998 18:00,             BONNIE,5686246.601944898,1570591.5008222482,85,970
42162,Atlantic,AL021998,23/08/1998 00:00,             BONNIE,5627018.702814305,1602603.1660479875,90,962
42163,Atlantic,AL021998,23/08/1998 06:00,             BONNIE,5587863.7181462515,1639147.4844828136,95,960
42164,Atlantic,AL021998,23/08/1998 12:00,             BONNIE,5561077.510650432,1667157.8248612978,100,958
42165,Atlantic,AL021998,23/08/1998 18:00,             BONNIE,5534374.821804463,1695218.0831099872,100,955
42166,Atlantic,AL021998,24/08/1998 00:00,             BONNIE,5515297.045629681,1736205.1824178423,100,954
42167,Atlantic,AL021998,24/08/1998 06:00,             BONNIE,5476657.465703068,1773056.2117920273,100,960
42168,Atlantic,AL021998,24/08/1998 12:00,             BONNIE,5438182.975624097,1810018.0124411336,100,962
42169,Atlantic,AL021998,24/08/1998 18:00,             BONNIE,5387883.62380372,1855874.911109716,100,962
42170,Atlantic,AL021998,25/08/1998 00:00,             BONNIE,5331253.600468922,1934373.007012088,100,963
42171,Atlantic,AL021998,25/08/1998 06:00,             BONNIE,5253619.484980857,2020140.4158499988,100,962
42172,Atlantic,AL021998,25/08/1998 12:00,             BONNIE,5145893.026094916,2111740.1678179395,100,963
42173,Atlantic,AL021998,25/08/1998 18:00,             BONNIE,5039389.414600824,2204336.8586872797,100,963
42174,Atlantic,AL021998,26/08/1998 00:00,             BONNIE,4943555.829715563,2299655.197458974,100,958
42175,Atlantic,AL021998,26/08/1998 06:00,             BONNIE,4841351.45526775,2383267.68261338,100,964
42176,Atlantic,AL021998,26/08/1998 12:00,             BONNIE,4775672.640830364,2485182.861254915,100,965
42177,Atlantic,AL021998,26/08/1998 18:00,             BONNIE,4762521.904644522,2562378.669840241,100,962
42178,Atlantic,AL021998,27/08/1998 00:00,             BONNIE,4760439.283103574,2630261.1266568415,95,963
42198,Atlantic,AL031998,21/08/1998 06:00,            CHARLEY,3471216.071754411,1505519.969990148,25,1008
42199,Atlantic,AL031998,21/08/1998 12:00,            CHARLEY,3320576.816845746,1507151.461660382,30,1008
42200,Atlantic,AL031998,21/08/1998 18:00,            CHARLEY,3247136.4905679417,1569381.638282857,40,1008
42201,Atlantic,AL031998,22/08/1998 00:00,            CHARLEY,3153487.4160036095,1653143.5147208793,45,1006
42202,Atlantic,AL031998,22/08/1998 06:00,            CHARLEY,3041668.1112949513,1725787.3778431192,60,1002
42203,Atlantic,AL031998,22/08/1998 10:00,            CHARLEY,2981469.133610235,1756773.9610199716,40,1000
42204,Atlantic,AL031998,22/08/1998 12:00,            CHARLEY,2951647.430839974,1766844.637283723,35,1001
42205,Atlantic,AL031998,22/08/1998 18:00,            CHARLEY,2881734.4095009468,1809019.0378385752,30,1003
42206,Atlantic,AL031998,23/08/1998 00:00,            CHARLEY,2822508.323031587,1829663.3297444019,25,1005
42207,Atlantic,AL031998,23/08/1998 06:00,            CHARLEY,2763461.517991811,1850564.591055112,20,1006
42208,Atlantic,AL031998,23/08/1998 12:00,            CHARLEY,2704757.2290083384,1860652.424712586,20,1007
42209,Atlantic,AL031998,23/08/1998 18:00,            CHARLEY,2636183.272135476,1893036.2670809976,20,1008
42210,Atlantic,AL031998,24/08/1998 00:00,            CHARLEY,2577634.4489683867,1925825.0412109592,20,1008
42224,Atlantic,AL041998,27/08/1998 06:00,           DANIELLE,7124894.064182948,1691367.8533279141,85,994
42225,Atlantic,AL041998,27/08/1998 12:00,           DANIELLE,6927162.474053695,1697557.393627303,90,994
42226,Atlantic,AL041998,27/08/1998 18:00,           DANIELLE,6750034.732682471,1712361.6528633968,85,994
42227,Atlantic,AL041998,28/08/1998 00:00,           DANIELLE,6573795.111350987,1729334.065111236,80,992
42228,Atlantic,AL041998,28/08/1998 06:00,           DANIELLE,6417125.586923739,1719343.0709244676,80,992
42229,Atlantic,AL041998,28/08/1998 12:00,           DANIELLE,6290247.556300805,1718977.9424292562,80,989
42230,Atlantic,AL041998,28/08/1998 18:00,           DANIELLE,6151031.38561658,1727857.2065271968,80,986
42231,Atlantic,AL041998,29/08/1998 00:00,           DANIELLE,6019453.346448676,1751237.2213903985,75,989
42232,Atlantic,AL041998,29/08/1998 06:00,           DANIELLE,5881284.386019106,1762761.6959499593,70,990
42233,Atlantic,AL041998,29/08/1998 12:00,           DANIELLE,5750937.902634287,1788636.3735205857,70,988
42234,Atlantic,AL041998,29/08/1998 18:00,           DANIELLE,5628637.522695331,1828654.4257497606,70,987
42235,Atlantic,AL041998,30/08/1998 00:00,           DANIELLE,5528956.047296098,1863174.2036582243,65,987
42236,Atlantic,AL041998,30/08/1998 06:00,           DANIELLE,5439549.217937136,1900460.3878862993,65,988
42237,Atlantic,AL041998,30/08/1998 12:00,           DANIELLE,5340951.156815674,1936350.493798856,65,990
42238,Atlantic,AL041998,30/08/1998 18:00,           DANIELLE,5250433.633289386,1985709.5581028326,65,987
42239,Atlantic,AL041998,31/08/1998 00:00,           DANIELLE,5222561.566425502,2025254.9218413907,70,983
42240,Atlantic,AL041998,31/08/1998 06:00,           DANIELLE,5192676.992357831,2075732.425359808,75,980
42241,Atlantic,AL041998,31/08/1998 12:00,           DANIELLE,5194754.491903542,2166389.074261112,90,977
42242,Atlantic,AL041998,31/08/1998 18:00,           DANIELLE,5215501.82672964,2260930.8128846926,85,975
42243,Atlantic,AL041998,01/09/1998 00:00,           DANIELLE,5233502.324339595,2366527.9624020136,85,973
42244,Atlantic,AL041998,01/09/1998 06:00,           DANIELLE,5271794.798235578,2465273.5549606103,85,972
42245,Atlantic,AL041998,01/09/1998 12:00,           DANIELLE,5325481.310897813,2533496.0869621863,85,968
42246,Atlantic,AL041998,01/09/1998 18:00,           DANIELLE,5429081.734645199,2635985.68135508,90,965
42247,Atlantic,AL041998,02/09/1998 00:00,           DANIELLE,5555874.371483208,2756704.8442779,80,967
42274,Atlantic,AL051998,31/08/1998 12:00,               EARL,3375360.1670503407,1090995.9249664198,30,1005
42275,Atlantic,AL051998,31/08/1998 18:00,               EARL,3339463.0786522906,1177187.2096257021,35,1002
42276,Atlantic,AL051998,01/09/1998 00:00,               EARL,3344592.313410399,1265746.9817718149,35,1002
42277,Atlantic,AL051998,01/09/1998 06:00,               EARL,3369142.7685093833,1366503.3322060972,40,1001
42278,Atlantic,AL051998,01/09/1998 12:00,               EARL,3393273.774072939,1467324.7929450325,45,999
42279,Atlantic,AL051998,01/09/1998 18:00,               EARL,3447571.9930537716,1559181.2737607767,50,998
42280,Atlantic,AL051998,02/09/1998 00:00,               EARL,3539077.2908671102,1676157.844064057,50,998
42281,Atlantic,AL051998,02/09/1998 06:00,               EARL,3640569.262525038,1772598.5048890007,50,996
42282,Atlantic,AL051998,02/09/1998 12:00,               EARL,3771864.014427509,1850451.3986296253,70,994
42283,Atlantic,AL051998,02/09/1998 18:00,               EARL,3873720.43467812,1915666.2746911708,85,988
42284,Atlantic,AL051998,03/09/1998 00:00,               EARL,3972302.328418715,2003700.964868439,80,985
42285,Atlantic,AL051998,03/09/1998 06:00,               EARL,4069602.964142048,2092530.40336483,70,987
42286,Atlantic,AL051998,03/09/1998 12:00,               EARL,4215789.896863383,2244419.211884717,45,990
42287,Atlantic,AL051998,03/09/1998 18:00,               EARL,4350688.001627387,2385880.53879665,40,994
42288,Atlantic,AL051998,04/09/1998 00:00,               EARL,4515450.0524855405,2500000.1793465572,40,994
42308,Atlantic,AL061998,08/09/1998 18:00,            FRANCES,3250018.215487547,1514325.790772772,30,1000
42309,Atlantic,AL061998,09/09/1998 00:00,            FRANCES,3261176.8903262415,1492836.5860910653,30,1000
42310,Atlantic,AL061998,09/09/1998 06:00,            FRANCES,3252898.8846468204,1459290.1137444284,30,999
42311,Atlantic,AL061998,09/09/1998 12:00,            FRANCES,3235081.702265224,1414234.104293992,30,998
42312,Atlantic,AL061998,09/09/1998 18:00,            FRANCES,3156579.9655675404,1366334.377253622,35,997
42313,Atlantic,AL061998,10/09/1998 00:00,            FRANCES,3149925.260405046,1288848.487610771,40,995
42314,Atlantic,AL061998,10/09/1998 06:00,            FRANCES,3207047.43907562,1368711.369897654,40,995
42315,Atlantic,AL061998,10/09/1998 12:00,            FRANCES,3181116.592761265,1488813.9900006133,45,996
42316,Atlantic,AL061998,10/09/1998 18:00,            FRANCES,3174321.5831319024,1632020.8721187399,45,996
42317,Atlantic,AL061998,11/09/1998 00:00,            FRANCES,3102134.183343486,1695072.0476396773,55,994
42318,Atlantic,AL061998,11/09/1998 06:00,            FRANCES,2999540.6575046796,1801651.7854955012,45,990
42319,Atlantic,AL061998,11/09/1998 12:00,            FRANCES,2930320.938479277,1821491.2003252096,40,992
42320,Atlantic,AL061998,11/09/1998 18:00,            FRANCES,2988593.107139221,1834470.5148614198,35,994
42321,Atlantic,AL061998,12/09/1998 00:00,            FRANCES,2995211.8408111245,1923333.1972664085,30,996
42322,Atlantic,AL061998,12/09/1998 06:00,            FRANCES,3001299.553405146,2023428.0538491786,30,998
42323,Atlantic,AL061998,12/09/1998 12:00,            FRANCES,2998077.376256709,2112258.9485736536,30,1000
42324,Atlantic,AL061998,12/09/1998 18:00,            FRANCES,2996867.436627234,2145615.2834048965,30,1001
42325,Atlantic,AL061998,13/09/1998 00:00,            FRANCES,2996060.2888874337,2167867.212022808,25,1002
42326,Atlantic,AL061998,13/09/1998 06:00,            FRANCES,2985732.674881494,2189788.9920903263,20,1002
42327,Atlantic,AL061998,13/09/1998 12:00,            FRANCES,2984543.780033557,2223208.3798319036,20,1003
42328,Atlantic,AL061998,13/09/1998 18:00,            FRANCES,2971154.149324169,2334485.3104565074,20,1003
42349,Atlantic,AL071998,20/09/1998 06:00,            GEORGES,7323680.256400921,1221327.4587598515,135,937
42350,Atlantic,AL071998,20/09/1998 12:00,            GEORGES,7173969.928654877,1196081.8579852895,130,939
42351,Atlantic,AL071998,20/09/1998 18:00,            GEORGES,7013999.073071108,1169203.888738151,115,956
42352,Atlantic,AL071998,21/09/1998 00:00,            GEORGES,6861073.291213787,1157724.3390178692,100,963
42353,Atlantic,AL071998,21/09/1998 04:00,            GEORGES,6739090.548790929,1156645.5084760936,100,966
42354,Atlantic,AL071998,21/09/1998 06:00,            GEORGES,6695070.16304635,1155530.1164978852,100,966
42355,Atlantic,AL071998,21/09/1998 08:00,            GEORGES,6640834.107055461,1151653.2214721313,100,966
42356,Atlantic,AL071998,21/09/1998 12:00,            GEORGES,6532436.263143403,1144492.0693640532,95,966
42357,Atlantic,AL071998,21/09/1998 18:00,            GEORGES,6377467.709285736,1148627.8319871267,90,970
42358,Atlantic,AL071998,21/09/1998 22:00,            GEORGES,6287153.198368913,1159354.7409531043,100,968
42359,Atlantic,AL071998,22/09/1998 00:00,            GEORGES,6233213.411521594,1156956.1663170499,90,970
42360,Atlantic,AL071998,22/09/1998 06:00,            GEORGES,6125744.695616423,1107282.1799186708,95,972
42361,Atlantic,AL071998,22/09/1998 12:00,            GEORGES,6007496.365825749,1101420.2412693445,105,964
42362,Atlantic,AL071998,22/09/1998 12:00,            GEORGES,5986934.910282673,1096543.3379478282,105,962
42363,Atlantic,AL071998,22/09/1998 18:00,            GEORGES,5874154.484657388,1115680.5663496738,95,970
42364,Atlantic,AL071998,23/09/1998 00:00,            GEORGES,5756327.701804914,1111808.8328283436,70,980
42365,Atlantic,AL071998,23/09/1998 06:00,            GEORGES,5618090.793823836,1104508.660344589,65,990
42366,Atlantic,AL071998,23/09/1998 12:00,            GEORGES,5488076.430131695,1111397.7453304122,65,996
42367,Atlantic,AL071998,23/09/1998 18:00,            GEORGES,5374692.618459443,1145075.5648430204,65,994
42368,Atlantic,AL071998,23/09/1998 21:00,            GEORGES,5347885.777137972,1173568.9622283343,65,993
42369,Atlantic,AL071998,24/09/1998 00:00,            GEORGES,5298674.182536855,1209009.9151514946,65,992
42370,Atlantic,AL071998,24/09/1998 06:00,            GEORGES,5180385.701753871,1220507.8093616683,65,991
42371,Atlantic,AL071998,24/09/1998 12:00,            GEORGES,5048459.408318835,1252880.191579813,70,990
42372,Atlantic,AL071998,24/09/1998 18:00,            GEORGES,4956021.289033699,1304079.3683778474,75,989
42373,Atlantic,AL071998,25/09/1998 00:00,            GEORGES,4840513.023001218,1374303.5929887223,80,987
42374,Atlantic,AL071998,25/09/1998 06:00,            GEORGES,4707692.839573089,1431440.358929083,85,986
42375,Atlantic,AL071998,25/09/1998 12:00,            GEORGES,4589169.3717681095,1469434.3240078404,90,982
42376,Atlantic,AL071998,25/09/1998 15:00,            GEORGES,4529765.62659574,1527682.8874865472,90,981
42377,Atlantic,AL071998,25/09/1998 18:00,            GEORGES,4468356.113253009,1530231.8304388707,90,975
42378,Atlantic,AL071998,26/09/1998 00:00,            GEORGES,4375632.378498419,1540012.1007017689,90,974
42379,Atlantic,AL071998,26/09/1998 06:00,            GEORGES,4280380.057583874,1572266.556529778,90,975
42380,Atlantic,AL071998,26/09/1998 12:00,            GEORGES,4184309.1190817384,1616111.5652007565,90,974
42381,Atlantic,AL071998,26/09/1998 18:00,            GEORGES,4098745.1163439266,1661731.236930489,90,975
42382,Atlantic,AL071998,27/09/1998 00:00,            GEORGES,4029878.833899161,1742933.1028094967,95,969
42383,Atlantic,AL071998,27/09/1998 06:00,            GEORGES,3954212.7096879436,1801547.303222684,95,970
42384,Atlantic,AL071998,27/09/1998 12:00,            GEORGES,3888899.2499616873,1861582.8473126623,95,962
42385,Atlantic,AL071998,27/09/1998 18:00,            GEORGES,3833814.262576849,1922907.4179626403,95,962
42386,Atlantic,AL071998,28/09/1998 00:00,            GEORGES,3809195.856656166,1976189.8679448152,95,961
42387,Atlantic,AL071998,28/09/1998 06:00,            GEORGES,3784723.6849588817,2029567.2999842006,90,964
42388,Atlantic,AL071998,28/09/1998 11:00,            GEORGES,3759384.7327259565,2094102.2818509422,90,964
